[574.190378189] 2018-07-25 01:05:46,622 - INFO - launcher: Starting sanity checks
[574.190378189] 2018-07-25 01:05:46,622 - INFO - launcher: Checking for Python 3.5+
[587.184429169] 2018-07-25 01:05:46,635 - INFO - launcher: Checking console encoding
[587.184429169] 2018-07-25 01:05:46,635 - INFO - launcher: Setting console encoding to UTF-8
[587.184429169] 2018-07-25 01:05:46,635 - INFO - launcher: Ensuring we're in the right environment
[618.164539337] 2018-07-25 01:05:46,666 - INFO - launcher: Adding local bins/ folder to path
[619.174718857] 2018-07-25 01:05:46,667 - INFO - launcher: Required checks passed.
[620.162963867] 2018-07-25 01:05:46,668 - INFO - launcher: Optional checks passed.
[632.156133652] 2018-07-25 01:05:46,680 - INFO - launcher: Moving old musicbot log

######################### PRE-RUN SANITY CHECKS PASSED #########################

[252.9879124164581299] 2018-07-25 01:09:59,036 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 303091747939155968/Gami OS#7622 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [MUTE]
[260.4522030353546143] 2018-07-25 01:10:06,500 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 303091747939155968/Gami OS#7622 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [UNMUTE]
[261.3187150955200195] 2018-07-25 01:10:07,367 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 303091747939155968/Gami OS#7622 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [MUTE]
[267.0848031044006348] 2018-07-25 01:10:13,133 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 303091747939155968/Gami OS#7622 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [UNMUTE]
[269.1180753707885742] 2018-07-25 01:10:15,166 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 418494189123272704/iTirex_Bot#2607 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [MUTE]
[292.2766468524932861] 2018-07-25 01:10:38,325 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 418494189123272704/iTirex_Bot#2607 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [UNMUTE]
[293.0621948242187500] 2018-07-25 01:10:39,110 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 418494189123272704/iTirex_Bot#2607 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [MUTE]
[296.9849317073822021] 2018-07-25 01:10:43,033 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 418494189123272704/iTirex_Bot#2607 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [UNMUTE]
[350.3272786140441895] 2018-07-25 01:11:36,375 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 466693098903437332/mario.alexandru2005#8473 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [LEAVE, DISCONNECT]
[350.3272786140441895] 2018-07-25 01:11:36,375 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2575 in on_voice_state_update: 466693098903437332/mario.alexandru2005#8473 has left Mafia Siciliana/🌪🗡League Of Legends🔪🔥
[359.2083716392517090] 2018-07-25 01:11:45,256 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2395 in on_message: 293476598714204162/Pitbull >.<#8769: *skip
[359.2303466796875000] 2018-07-25 01:11:45,278 - FFMPEG - musicbot.player | In player.py::MainThread(564), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-qdawmbVgEko-Stefflon_Don_-_16_Shots_Bass_Boosted.webm
[359.2463397979736328] 2018-07-25 01:11:45,294 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[359.2693276405334473] 2018-07-25 01:11:45,317 - INFO - musicbot.entry | In entry.py::MainThread(564), line 195 in _download: Download cached: https://www.youtube.com/watch?v=A_xWDAbnBSU
[359.2723255157470703] 2018-07-25 01:11:45,320 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[583.9283165931701660] 2018-07-25 01:15:29,976 - FFMPEG - musicbot.player | In player.py::MainThread(564), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-A_xWDAbnBSU-Migos_-_Walk_It_Talk_It_Audio_ft._Drake.webm
[583.9353048801422119] 2018-07-25 01:15:29,983 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[583.9462988376617432] 2018-07-25 01:15:29,994 - INFO - musicbot.entry | In entry.py::MainThread(564), line 219 in _really_download: Download started: https://www.youtube.com/watch?v=V_MXGdSBbAI
[583.9542934894561768] 2018-07-25 01:15:30,002 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[585.9021675586700439] 2018-07-25 01:15:31,950 - INFO - musicbot.entry | In entry.py::MainThread(564), line 229 in _really_download: Download complete: https://www.youtube.com/watch?v=V_MXGdSBbAI
[700.3044681549072266] 2018-07-25 01:17:26,352 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 468864570543439872/Gabitza#5819 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [DEAFEN]
[704.7359108924865723] 2018-07-25 01:17:30,784 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 468864570543439872/Gabitza#5819 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [UNDEAFEN]
[710.2834703922271729] 2018-07-25 01:17:36,331 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 468864570543439872/Gabitza#5819 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [DEAFEN]
[710.5622279644012451] 2018-07-25 01:17:36,610 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 468864570543439872/Gabitza#5819 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [MUTE]
[817.1417841911315918] 2018-07-25 01:19:23,190 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 468864570543439872/Gabitza#5819 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [LEAVE, DISCONNECT]
[817.1417841911315918] 2018-07-25 01:19:23,190 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2575 in on_voice_state_update: 468864570543439872/Gabitza#5819 has left Mafia Siciliana/🌪🗡League Of Legends🔪🔥
[818.2531971931457520] 2018-07-25 01:19:24,301 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 303091747939155968/Gami OS#7622 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [MUTE, DEAFEN]
[861.2379176616668701] 2018-07-25 01:20:07,286 - FFMPEG - musicbot.player | In player.py::MainThread(564), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-V_MXGdSBbAI-6ix9ine_Nicki_Minaj_Murda_Beatz_-_FEFE_Official_Music_Video.webm
[861.2448830604553223] 2018-07-25 01:20:07,293 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[861.2598848342895508] 2018-07-25 01:20:07,308 - INFO - musicbot.entry | In entry.py::MainThread(564), line 219 in _really_download: Download started: https://www.youtube.com/watch?v=sBugnmrF3G8
[861.2628731727600098] 2018-07-25 01:20:07,311 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[863.4566068649291992] 2018-07-25 01:20:09,505 - INFO - musicbot.entry | In entry.py::MainThread(564), line 229 in _really_download: Download complete: https://www.youtube.com/watch?v=sBugnmrF3G8
[905.6585464477539062] 2018-07-25 01:20:51,707 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 303091747939155968/Gami OS#7622 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [UNMUTE, UNDEAFEN]
[1040.6471161842346191] 2018-07-25 01:23:06,695 - FFMPEG - musicbot.player | In player.py::MainThread(564), line 268 in _play: Creating player with options: -nostdin -vn audio_cache\youtube-sBugnmrF3G8-ROCKSTAR_Ilkay_Sencan_Remix.webm
[1040.6531126499176025] 2018-07-25 01:23:06,701 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[1040.6661043167114258] 2018-07-25 01:23:06,714 - INFO - musicbot.entry | In entry.py::MainThread(564), line 219 in _really_download: Download started: https://www.youtube.com/watch?v=9uDZGNw819c
[1040.6741039752960205] 2018-07-25 01:23:06,722 - DEBUG - musicbot.bot | In bot.py::MainThread(564), line 781 in serialize_queue: Serializing queue for 469651332324786197
[1043.0461661815643311] 2018-07-25 01:23:09,094 - INFO - musicbot.entry | In entry.py::MainThread(564), line 229 in _really_download: Download complete: https://www.youtube.com/watch?v=9uDZGNw819c
[1094.7310369014739990] 2018-07-25 01:24:00,779 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 470354937767788554/Isabela#0617 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [JOIN, CONNECT]
[1094.7310369014739990] 2018-07-25 01:24:00,779 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2575 in on_voice_state_update: 470354937767788554/Isabela#0617 has joined Mafia Siciliana/🌪🗡League Of Legends🔪🔥
[1102.9469187259674072] 2018-07-25 01:24:08,995 - VOICEDEBUG - musicbot.bot | In bot.py::MainThread(564), line 2564 in on_voice_state_update: Voice state update for 470354937767788554/Isabela#0617 on Mafia Siciliana/🌪🗡League Of Legends🔪🔥 -> [LEAVE, DISCONNECT]
[1102.9479184150695801] 2018-07-25 01:24:08,996 - INFO - musicbot.bot | In bot.py::MainThread(564), line 2575 in on_voice_state_update: 470354937767788554/Isabela#0617 has left Mafia Siciliana/🌪🗡League Of Legends🔪🔥
